id,Y1,Y2
180,-0.2565745,-0.3159022
181,-0.17037304,-0.21704328
182,-0.39107224,-0.3796787
183,0.5999614,-0.38171184
184,-0.037537035,-0.45562086
185,-0.86694634,-0.30790985
186,0.70475155,-0.30184805
187,-1.3528856,-0.20056051
188,-0.9255895,0.19031462
189,0.1542659,-0.2926429
190,-0.75801945,-0.1958766
191,0.39748344,-0.13057262
192,0.59441406,-0.18290536
193,0.49855456,-0.2890347
194,-1.1528814,-0.20349492
195,0.3148625,-0.32293072
196,0.21557733,-0.3211526
197,0.69305426,0.3813303
198,0.6326132,-0.06956394
199,-0.29635894,-0.20608409
200,1.4538734,0.47755527
201,0.25698623,-0.015377469
202,-0.18813945,-0.2837636
203,2.414696,0.46238598
204,-0.9004141,-0.020294044
205,-0.3969194,-0.1787424
206,0.15988235,-0.35145277
207,0.19161285,-0.22482088
208,0.014811952,-0.29678077
209,-0.45495713,-0.4090353
210,-0.52091324,-0.35809055
211,0.3050457,-0.36358917
212,-0.14464593,-0.46595246
213,-0.41035223,-0.47043088
214,-0.66441387,-0.45882764
215,0.39544696,-0.20044155
216,-0.9273608,-0.20655021
217,1.5171549,-7.191475e-05
218,0.7872669,-0.23520635
219,-1.3198886,-0.15684596
220,-0.889975,-0.18264276
221,2.5219064,0.43921298
222,-0.8300254,2.0081964
223,0.16402519,1.249251
224,1.2714484,0.08100163
225,-0.3543767,-0.03666863
226,0.79989463,0.083389334
227,1.5904434,1.440837
228,0.634087,1.2039003
229,3.0383916,6.1152773
230,-2.231344,6.6361823
231,0.3936907,1.2838372
232,-0.23301442,0.4814529
233,-0.42430875,0.4824761
234,-0.28444198,0.5218926
235,0.64841336,1.2610681
236,-2.3991494,0.46056405
237,-0.8232705,1.1555384
238,0.060010877,0.08646299
239,-0.023855181,-0.0077827214
240,-0.16581751,-0.185734
241,1.2937403,-0.116965994
242,-0.76385474,-0.3307798
243,0.19588444,-0.3407514
244,-0.05289263,-0.353922
245,0.08418506,-0.4138782
246,1.4255881,-0.13543877
247,2.694779,4.1699
248,-7.8757496,8.85416
249,-2.3464513,3.090943
250,1.6302308,1.237376
251,-3.8327997,1.7371402
252,-0.5567589,1.2675475
253,1.304529,0.20305881
254,0.28230903,0.018467195
255,-6.0781775,2.8567986
256,-2.030645,2.130695
257,-6.3255877,3.0712786
258,0.7237829,1.5507702
259,0.67292017,1.4713686
260,0.7158402,1.1089998
261,0.025450908,1.1711943
262,-1.115122,0.48397428
263,0.9654859,1.3111459
264,0.6303525,1.1652992
265,1.2454144,0.8501385
266,0.5350516,-0.07747026
267,0.53066665,0.32281607
268,0.1240739,0.32816765
269,0.16753873,0.215128
270,0.058215033,0.846899
271,-0.060331214,0.0948096
272,-0.2132139,0.18838528
273,1.0501968,0.42523625
274,0.50422746,0.10682416
275,-1.3880621,0.14206024
276,0.42156205,0.09019979
277,-0.9730615,0.030154116
278,0.558128,-0.24391603
279,0.10456156,-0.27906558
280,-0.43255422,-0.3230219
281,1.7012303,0.08209527
282,-0.44497877,-0.3901848
283,-0.1964116,-0.23441225
284,-0.4559632,-0.23859216
285,0.056420997,-0.29736993
286,-0.91332597,-0.22534475
287,-0.03261969,-0.2703416
288,-0.17759334,-0.14450644
289,-0.94894135,0.046337884
290,-0.72790813,0.2529749
291,-0.05645438,0.13951959
292,1.2517129,0.20129743
293,-1.1007614,0.1522867
294,0.80068284,0.060775843
295,0.63612735,0.0465005
296,-0.4505184,-0.11968711
297,0.574527,-0.11931808
298,-0.05273369,-0.27182993
299,-0.6586625,-0.1688309
300,-0.09029499,-0.22674014
301,0.86320597,-0.2446469
302,-1.3957431,-0.025202857
303,0.15579778,0.017143821
304,-1.6703148,0.11341288
305,0.065846965,0.50578004
306,-1.1044558,0.16737513
307,0.8081211,0.7344956
308,-1.095752,0.04484242
309,0.5085894,-0.115535595
310,-0.44662258,-0.1831876
311,-0.011199014,0.19467412
312,-2.036767,0.32810178
313,-1.8923494,1.9061248
314,-2.3026636,4.1511283
315,-0.23119825,1.2504742
316,0.5307407,0.69932246
317,1.1607823,1.9339681
318,0.37462226,0.7005911
319,-3.9527543,2.638219
320,1.6474049,0.8933769
321,-2.3246353,0.7663871
322,-1.9173148,2.4693627
323,1.3716478,1.0813229
324,0.8599906,0.35930812
325,1.6850009,0.53860444
326,-0.13215455,0.22556326
327,0.37507316,0.41484335
328,0.69180256,-0.072322346
329,-1.0574872,-0.07144721
330,-0.7650707,-0.077897176
331,0.34870017,-0.15200374
332,-0.17071038,-0.23032314
333,1.2484952,-0.10809456
334,-1.0626756,-0.2119809
335,-0.8523297,-0.32130578
336,0.6848091,-0.2971937
337,1.7178891,0.085051015
338,-0.17367317,0.15547617
339,0.56216276,-0.13418889
340,-1.0400978,-0.061326467
341,0.877014,-0.25742403
342,-0.5265132,-0.27688035
343,0.23210311,-0.1265528
344,-0.9240578,-0.23986267
345,0.78972095,-0.2906523
346,0.87248987,-0.12820686
347,0.21512036,-0.19019179
348,0.1533722,-0.35924438
349,0.12810585,-0.36025447
350,1.0457321,-0.2769166
351,-0.33100203,-0.26355663
352,-0.121302456,-0.38741636
353,0.20169269,-0.3401321
354,0.0096234465,-0.4414478
355,-0.9479636,-0.37821716
356,0.7498325,-0.45914924
357,0.30740017,-0.3961931
358,0.96770054,-0.12578118
359,-0.66743755,0.17079525
360,0.9952618,-0.17895925
361,-0.39078838,-0.22795069
362,-1.3312941,-0.18248439
363,0.507296,-0.28313494
364,-0.21753022,-0.3310114
365,-0.6429634,-0.31121242
366,-1.4606184,0.06289736
367,2.1476142,-0.09467597
368,-0.52249175,-0.20412858
369,0.2576144,-0.26635304
370,-0.19702958,-0.23750293
371,-0.39531383,-0.41880322
372,0.4746863,-0.4309066
373,-0.40305987,-0.37759447
374,0.36758432,-0.4101919
375,-0.6222284,-0.36799815
376,0.40733474,-0.1785351
377,-0.4457003,-0.30142176
378,-0.1675391,-0.40614232
379,0.46040696,-0.32427934
380,1.1419307,-0.24915507
381,0.8659871,-0.26279044
382,0.092044756,-0.31781033
383,0.36500192,-0.12439698
384,-0.04129134,-0.335572
385,-0.7104746,-0.3311519
386,-0.38061327,-0.3747123
387,2.0210524,0.48484206
388,0.32112455,0.12858275
389,0.35733107,0.14962964
390,0.6407915,0.3905105
391,0.6312561,0.7066497
392,0.07986978,0.063460104
393,0.34342876,-0.09852667
394,-0.43718484,-0.039622962
395,0.031016054,-0.055473924
396,-0.17808148,-0.21621737
397,0.8636135,-0.18076584
398,-0.024491617,-0.29460546
399,-2.8399167,0.7066666
400,-2.9275336,1.8825874
401,-0.9173929,0.57359684
402,-0.94297636,1.5725174
403,-1.0825233,0.9556182
404,-2.6741092,1.3053194
405,0.35425165,0.78756493
406,2.6118639,0.4822222
407,-0.754558,0.34044084
408,-0.010913103,0.14811772
409,1.3472583,2.5836823
410,0.5660243,0.22845185
411,-0.048038486,0.6842823
412,-1.2392592,0.29411775
413,-0.9101456,0.5305494
414,2.993047,0.88498867
415,-0.94881505,0.5333093
416,-0.4744718,0.27157184
417,-1.0085931,0.22833186
418,1.1461928,0.9267013
419,3.0808792,1.464834
420,-1.5111525,1.7779018
421,-2.4221544,2.0172455
422,-0.02580345,0.7516976
423,1.2465814,1.3902161
424,-1.8945599,0.4490325
425,0.19859748,0.2951302
426,1.0579518,0.06725128
427,-1.1224437,0.08962909
428,1.277966,-0.02318726
429,1.7006564,0.89356434
430,1.3340617,0.8562334
431,-1.6775808,0.283359
432,-0.124638095,0.07548832
433,-0.47357717,-0.045527935
434,-0.1780998,-0.17147706
435,1.0725244,-0.19245036
436,-0.4747427,-0.28460672
437,0.06767178,-0.22964372
438,-0.4514155,-0.18526794
439,-0.3061072,-0.25366443
440,-0.2225877,-0.32314387
441,1.1142982,-0.24986303
442,0.08653397,-0.33370286
443,0.33314604,-0.3338088
444,-0.24308902,-0.3399185
445,0.75458723,-0.3026115
446,-0.81579006,-0.3834748
447,0.043282043,-0.34213495
448,0.17584713,-0.44498214
449,-0.3186104,-0.51110643
450,-0.17957461,-0.5439562
451,-0.97669977,-0.34273878
452,-0.3967407,-0.306585
453,0.15426643,-0.3903509
454,0.48514482,-0.4907723
455,-0.57601905,-0.4188117
456,-0.05028427,-0.45563683
457,-0.8539249,-0.30304608
458,1.2164246,-0.29798758
459,0.29906714,-0.32557112
460,0.4817188,-0.40882608
461,-0.42367205,-0.4593032
462,-0.41468906,-0.5329268
463,-0.57204074,-0.48909605
464,-0.36216486,-0.4430028
465,0.95301086,-0.392499
466,-0.4876735,-0.48696342
467,-0.46491122,-0.44713008
468,-0.4229816,-0.47599894
469,0.14285968,-0.5014169
470,-0.21438968,-0.4979568
471,0.6846109,-0.42300543
472,0.12266749,-0.56240904
473,-0.5457051,-0.4731252
474,-0.33175924,-0.4599617
475,0.2988716,-0.46934596
476,0.54306585,-0.53105015
477,-0.5392443,-0.53992045
478,-0.24049109,-0.5707177
479,0.1757444,-0.49292123
480,-0.17690676,-0.5363825
481,-0.9585512,-0.32730177
482,0.4173133,-0.449698
483,-0.24841693,-0.3641697
484,0.74442834,-0.40287364
485,-0.0061450726,-0.43201095
486,0.17984861,-0.43021598
487,-0.1862249,-0.4948526
488,-0.35061997,-0.4656713
489,0.634097,-0.4833125
490,-0.10511017,-0.48282775
491,0.81654984,-0.39060855
492,-0.15035301,-0.42258868
493,0.16366859,-0.44598034
494,0.21222483,-0.44358096
495,0.13732764,-0.43208435
496,-0.4976592,-0.48329562
497,-0.58882636,-0.43265882
498,0.03853488,-0.50315624
499,-0.52281296,-0.21808001
500,0.42673677,-0.39218313
501,-0.28158686,-0.3715968
502,0.038440004,-0.44538826
503,-0.17448889,-0.3218261
504,-0.18488508,-0.448503
505,-1.1794204,-0.1357696
506,0.2936661,-0.09857672
507,-0.8630018,-0.26347
508,-0.92225575,0.23880994
509,-0.7679657,-0.08798509
510,0.02098192,-0.12384401
511,0.40719056,-0.072440155
512,0.4085963,-0.28011608
513,0.102961175,-0.30780804
514,-0.1714892,-0.38033605
515,-0.80428004,-0.3363607
516,-0.23911509,-0.39955848
517,-1.0538195,-0.16069393
518,0.934187,-0.29613188
519,0.39227968,-0.3471871
520,-0.123034224,-0.37261236
521,0.38817322,-0.3707356
522,-0.21372847,-0.48790917
523,0.090083346,-0.5306279
524,0.7444445,-0.4686798
525,0.0973156,-0.48907682
526,-0.46193394,-0.48439348
527,0.8345558,-0.38069552
528,-0.3623352,-0.48109224
529,0.20049438,-0.5490009
530,0.23768173,-0.49972996
531,-0.04450533,-0.49616086
532,-0.22557572,-0.54179925
533,-0.36304995,-0.49058425
534,-0.43907422,-0.53566
535,0.46032125,-0.4923917
536,0.3447642,-0.56113416
537,-0.038766842,-0.38778964
538,-0.039057013,-0.446564
539,0.19492173,-0.43768793
540,0.20435603,-0.5307467
541,-0.6706679,-0.49881804
542,-0.42793855,-0.3051441
543,0.57221174,-0.46729532
544,-0.259937,-0.576579
545,0.32791477,-0.4624071
546,0.22657894,-0.49246165
547,0.18752497,-0.44424105
548,-0.063013054,-0.51909816
549,0.41008022,-0.5108626
550,0.5025511,-0.3737904
551,-0.5165043,-0.43224066
552,0.43684563,-0.53471553
553,0.23643918,-0.46539658
554,-0.15646945,-0.5119154
555,0.045379255,-0.5169681
556,0.41016418,-0.512886
557,-0.92440414,-0.39498028
558,-0.24062534,-0.50701284
559,-0.29710907,-0.4357589
560,-0.19859792,-0.35149372
561,-0.06673765,-0.49424025
562,-0.36763868,-0.110231735
563,0.12571733,-0.08593786
564,-0.42852217,-0.47737363
565,0.11803614,-0.44861874
566,0.4218929,-0.48906565
567,-0.36102504,-0.4852127
568,0.20430855,-0.4482771
569,0.032267604,-0.537487
570,0.2908294,-0.5000021
571,-0.30645782,-0.4970611
572,0.57246226,-0.5184478
573,-0.2982252,-0.47876793
574,0.4130675,-0.53356683
575,-0.31655997,-0.54197735
576,0.043787688,-0.4988841
577,-0.7726213,-0.36614373
578,-0.6650364,-0.3621889
579,0.080633916,-0.36315054
580,-0.55084544,-0.39770716
581,-0.06926696,-0.31342408
582,-0.032491177,-0.33150095
583,-0.6527495,-0.27749002
584,-0.28877544,-0.24557455
585,0.9833148,-0.3501843
586,0.26552963,-0.47199833
587,-0.50599533,-0.5004088
588,0.836491,-0.43884006
589,-0.2541577,-0.46058214
590,-0.21165748,-0.48551452
591,-0.5245394,-0.404208
592,-0.4659576,-0.42070872
593,-0.12439085,-0.47746733
594,0.5649118,-0.47411174
595,-0.72592276,-0.3624585
596,0.28298864,-0.3403815
597,0.1922017,-0.35678875
598,0.17970373,-0.44903365
599,-0.19775288,-0.46712115
600,-0.17740557,-0.4578668
601,-0.742557,-0.23654777
602,-0.61332643,-0.3298668
603,-0.10918818,-0.2616872
604,-1.7509981,0.72465855
605,-0.9695685,0.39333603
606,-1.1585611,1.5335687
607,1.8911362,0.66979057
608,-1.2987818,0.11988278
609,1.1771792,0.014554756
610,0.7298272,-0.055518854
611,-0.8329385,0.09966304
612,-0.69000995,-0.21457216
613,0.92094946,-0.28011477
614,-0.5374892,-0.258395
615,-0.6113472,-0.11370206
616,0.29877406,-0.11164472
617,-1.0530716,-0.1436325
618,-0.90095776,0.75990343
619,-1.0551735,0.42697293
620,-0.9053562,0.7953716
621,-2.909328,3.0040283
622,-1.3849847,2.3499777
623,-1.869212,2.1533275
624,-4.8146315,5.020797
625,-1.5741817,3.0243871
626,-0.66745174,3.4333267
627,0.098576054,2.368339
628,-0.009652167,3.0246446
629,-0.25155875,1.0614771
630,0.5620282,0.8644705
631,-0.64434355,0.57012963
632,-0.17570326,0.009887953
633,-0.93657076,5.7354946
634,-2.9399598,0.8207584
635,1.6995862,1.2906582
636,-0.14516288,0.95864356
637,-0.19721085,0.44070596
638,-0.7608402,-0.1325392
639,1.7606183,3.1428034
640,-0.28397357,1.1953478
641,-2.9912229,0.7276269
642,-0.44851136,1.8964119
643,-1.5867643,2.6130843
644,-2.912953,2.3844082
645,5.2460103,1.4238373
646,-0.15080391,1.1050128
647,-3.0793793,1.3840344
648,2.6571732,0.9141011
649,-2.1520054,1.4183228
650,1.0049417,0.6557146
651,2.4478283,1.0099285
652,1.0107218,2.354999
653,-2.0716443,0.9621159
654,1.4885607,0.42518038
655,-0.6773365,0.20552713
656,-2.3896534,0.40178534
657,-0.9626445,0.1336658
658,-0.035066962,0.05369235
659,-2.4801688,0.5096619
660,0.21389152,1.3072897
661,-8.546411,5.46409
662,2.1151283,2.7516782
663,-0.92657065,1.6130475
664,1.0657045,1.2475315
665,-2.894234,1.1581196
666,0.48272637,1.4829907
667,0.3030882,1.299889
668,-0.117589846,0.8955518
669,-1.8013357,0.86090493
670,-0.81120837,1.3064967
671,-0.70890206,1.2149127
672,-9.940213,8.573681
673,-4.8139553,8.6378355
674,-3.4501271,12.973919
675,2.5996382,5.7787776
676,-0.10461411,3.4787102
677,0.6800869,2.7539878
678,-2.2592258,2.033844
679,1.6838527,2.9554355
680,5.2749195,3.1147227
681,1.7180904,3.4872024
682,-2.2222598,2.3391612
683,-1.1579055,1.0426997
684,0.39834863,1.2216228
685,1.3344349,0.73533434
686,-2.0238907,1.4750502
687,3.490778,1.042121
688,0.12653734,1.5209641
689,-0.12421644,1.6367129
690,-2.5874758,1.1339122
691,0.68729335,0.4761877
692,-0.49989858,0.49934518
693,-2.3999374,0.72357464
694,0.6813402,0.33230084
695,0.10948807,0.5274129
696,3.6690664,1.6591275
697,-2.3487966,1.8610764
698,2.241368,1.3874708
699,-0.83421123,1.4704683
700,-1.5598387,1.6926179
701,-3.2227898,3.4508138
702,8.038082,7.1451707
703,6.418009,7.0417933
704,-19.48623,17.867912
705,0.498921,8.754108
706,1.0604911,3.7234607
707,-3.739303,5.207616
708,-0.9324543,4.283676
709,3.4272604,1.6312809
710,-1.852852,0.6891593
711,-1.0236108,0.6773365
712,-0.4986418,1.7046794
713,-1.483969,1.0198156
714,-2.248728,0.8685346
715,3.7528718,2.0965493
716,1.3933756,0.7307729
717,1.5324949,0.84895194
718,-0.23604822,1.2159795
719,-1.3419062,0.44586843
720,-0.71370417,0.5302594
721,1.2767688,0.14660512
722,-2.2259917,0.3666816
723,-0.5173435,0.3819341
724,-0.12954699,0.12149552
725,0.2500167,0.12451888
726,-0.3361194,-0.019297848
727,0.9153376,-0.18184967
728,1.8462348,-0.038835034
729,1.9451405,-0.11399501
730,-0.9721461,-0.07754206
731,0.09400458,-0.14085168
732,-1.0011313,-0.15346059
733,0.01310665,-0.3162511
734,1.2482771,0.026720697
735,1.3166856,-0.07686701
736,0.90546244,0.04751896
737,-0.028008468,-0.11270748
738,-0.47835007,-0.10856662
739,-0.9369615,0.06858379
740,-0.6138311,-0.0961246
741,-1.6687577,0.15012032
742,-0.073132865,-0.06048124
743,1.4685359,0.2530689
744,-0.77449614,-0.1422196
745,-0.1981261,-0.062099274
746,-1.4054483,-0.1755617
747,1.1758217,-0.19450787
748,2.1134017,0.3478245
749,2.9645145,0.8179851
750,0.4713315,0.517979
751,1.3275553,0.65607136
752,-0.573905,0.26752818
753,-0.78369796,0.09859384
754,-0.7352347,0.097507104
755,0.0094064325,-0.14918593
756,0.3699947,0.16516219
757,-1.5453441,0.14303297
758,0.2655371,-0.1722248
759,0.632536,-0.31131175
760,1.01311,-0.1516893
761,-0.26189148,-0.114903115
762,0.32038572,-0.14639975
763,-2.3286114,0.06696532
764,-1.1471212,0.005514684
765,0.53274405,-0.24448383
766,0.36669818,-0.23057689
767,-2.1558466,0.27402917
768,-0.18227448,-0.13410874
769,0.23452525,-0.14662652
770,-0.8045481,-0.2836771
771,-0.08353544,-0.0958385
772,0.62138987,-0.19309615
773,-0.20415875,-0.13317208
774,0.491482,-0.104302615
775,-2.0171845,-0.00014205596
776,-0.44743755,-0.015512215
777,1.2098485,-0.03413601
778,-0.03742419,-0.2436218
779,0.13178484,0.086586155
780,-0.98732203,-0.14600566
781,1.3073839,-0.053543705
782,-0.9971849,-0.064199746
783,0.14418311,-0.26739594
784,0.4343664,-0.3025158
785,0.64940196,-0.27453455
786,-0.4938624,-0.29299626
787,0.8357611,-0.1623416
788,1.5805792,-0.116560094
789,1.4007978,0.44867066
790,1.3103472,0.6090772
791,-0.5930809,0.7278636
792,-0.7994326,0.30815336
793,-1.1645699,0.3007557
794,0.35218135,0.1222716
795,0.54486656,0.84909093
796,0.73559177,0.36254454
797,-1.7154845,1.3539842
798,0.20443556,0.6642303
799,0.5315506,0.6295904
800,-2.1210892,0.5733768
801,-2.1172385,1.0159599
802,-2.4455616,1.6712757
803,-0.07100191,0.8462757
804,-0.012477463,0.7824391
805,1.0285417,0.22519235
806,-0.46243972,0.049296383
807,-1.476048,0.25630954
808,-0.5117231,1.6018388
809,-4.0553083,1.6745971
810,-0.71178377,1.4541885
811,-2.4619138,2.4477506
812,-2.2914827,2.6342437
813,2.5118701,2.0009124
814,0.5936813,1.3992968
815,-0.952066,0.32794988
816,1.1740546,0.38274464
817,-0.5179891,1.2280524
818,-0.4292386,0.43095484
819,-2.0592246,0.52478075
820,0.4012994,0.633164
821,-2.7766423,1.0416647
822,0.52873254,1.4330139
823,0.4917517,0.21065672
824,-0.58846396,-0.02836689
825,2.4574928,0.46613374
826,-0.3745709,-0.10548836
827,-0.68476915,-0.12701964
828,-0.8118212,-0.083287194
829,1.4091626,-0.1154874
830,0.33138573,-0.36541927
831,-1.45071,-0.045722857
832,-0.36972755,0.26580107
833,-0.73014736,0.068595186
834,0.88399065,-0.09366403
835,-1.3080639,0.06727265
836,-0.3353401,0.04382304
837,0.17306009,-0.1749747
838,0.24395208,-0.037546888
839,0.78199345,0.97878253
840,-0.08966919,0.8527208
841,-0.72517735,0.34328544
842,-0.8086947,0.06186434
843,-7.4418244,3.456287
844,-4.5677514,5.7883477
845,8.230625,2.8220708
846,2.2436192,1.6466088
847,0.8503811,1.1611229
848,-1.8009857,0.5845752
849,-1.0923113,0.23319328
850,-0.24117616,0.23508534
851,0.19302866,0.21461698
852,-1.5493879,0.15758733
853,-0.530869,0.2322552
854,-0.16550829,0.23936324
855,2.4161263,1.5495785
856,-0.56659424,0.40058988
857,3.5969398,1.1329309
858,-0.75297076,0.5053542
859,0.46038628,0.22390734
860,0.94132155,0.091455355
861,-0.33219174,0.20324269
862,0.5047954,-0.115006655
863,2.715496,0.51569045
864,-1.9331956,0.15992916
865,0.9617309,-0.07796691
866,-1.192116,0.09086233
867,3.2552283,1.7426147
868,0.14328603,0.44472545
869,0.6534193,0.5284599
870,-0.91364825,-0.14384711
871,-1.072723,0.3442288
872,0.42392397,-0.017835636
873,-0.49336845,0.10438212
874,0.6141514,-0.0059270645
875,0.09569211,-0.20618476
876,-0.68961775,-0.15917927
877,0.41224533,-0.20174904
878,-0.04236456,-0.2446046
879,0.29125983,-0.1516842
880,-0.7720803,-0.2417293
881,-0.40689462,-0.09002065
882,0.89359707,0.41150272
883,-3.7709093,4.132319
884,-0.2807894,0.8305914
885,-3.1734567,1.3247228
886,0.5239433,1.8709009
887,1.108362,0.64551276
888,-1.359769,0.5366972
889,1.1928605,0.61231196
890,1.4652239,1.2745395
891,0.2967134,1.2686329
892,-0.7709144,0.13712242
893,2.658959,2.4660158
894,0.76468825,0.9592435
895,-1.5712893,1.2719182
896,1.3745741,0.8967217
897,-0.6165839,0.82391053
898,-2.5017285,1.3827586
899,1.9115503,0.74052763
900,0.017359693,0.29331154
901,-1.2309438,0.23461586
902,0.62842757,0.04075666
903,2.0977993,0.09857977
904,-0.7226646,0.07202164
905,1.1704067,0.25469828
906,1.4607445,1.1759826
907,-0.13807832,1.3095632
908,10.1073265,13.033573
909,2.5716512,13.622189
910,4.8258977,5.7835793
911,0.1357714,5.166948
912,0.09331085,5.9980693
913,-2.0182695,2.7124443
914,-1.3949231,2.1277094
915,1.1093323,2.1896462
916,0.21770926,1.0786148
917,-0.48668024,0.46338907
918,-0.13323112,0.56238097
919,0.25188255,0.5569574
920,-0.3763668,0.27035707
921,1.658486,0.66147435
922,1.3244169,1.0013092
923,0.71417224,0.96036524
924,-0.87708694,0.716925
925,-1.39823,0.6363421
926,1.0543425,0.16406897
927,-0.60548645,0.1242512
928,0.3775472,-0.04723131
929,-1.6450815,0.40432245
930,0.03775809,-0.028828086
931,-0.81285983,0.45341367
932,-0.33504248,0.33368346
933,-0.14010778,0.114278376
934,-0.5158648,-0.021752497
